# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
oly::t::hydra::chunks::50, string, 800D776F726C643B2D31393B2D3136
oly::t::hydra::home, string, 80076E65757472616C
oly::t::hydra::name, string, 8010ED9E88EB939CEB9DBCEC9D9820EC84AC
oly::t::hydra::owner, string, 80076E65757472616C
oly::t::hydra::type, string, 80047275696E
oly::t::isthmus::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C05B6000000000000179094051400000000000017A09406C9000000000000570697463680800000000037961770800000000
oly::t::isthmus::chunks::1, string, 800B776F726C643B2D363B3130
oly::t::isthmus::chunks::2, string, 800B776F726C643B2D363B3131
oly::t::isthmus::chunks::3, string, 800B776F726C643B2D353B3131
oly::t::isthmus::chunks::4, string, 800B776F726C643B2D363B3132
oly::t::isthmus::chunks::5, string, 800B776F726C643B2D353B3132
oly::t::isthmus::chunks::6, string, 800B776F726C643B2D343B3132
oly::t::isthmus::chunks::7, string, 800B776F726C643B2D363B3133
oly::t::isthmus::chunks::8, string, 800B776F726C643B2D353B3133
oly::t::isthmus::chunks::9, string, 800B776F726C643B2D343B3133
oly::t::isthmus::chunks::10, string, 800B776F726C643B2D373B3134
oly::t::isthmus::chunks::11, string, 800B776F726C643B2D363B3134
oly::t::isthmus::chunks::12, string, 800B776F726C643B2D353B3134
oly::t::isthmus::chunks::13, string, 800B776F726C643B2D343B3134
oly::t::isthmus::chunks::14, string, 800C776F726C643B2D31313B3135
oly::t::isthmus::chunks::15, string, 800C776F726C643B2D31303B3135
oly::t::isthmus::chunks::16, string, 800B776F726C643B2D393B3135
oly::t::isthmus::chunks::17, string, 800B776F726C643B2D383B3135
oly::t::isthmus::chunks::18, string, 800B776F726C643B2D373B3135
oly::t::isthmus::chunks::19, string, 800B776F726C643B2D363B3135
oly::t::isthmus::chunks::20, string, 800B776F726C643B2D353B3135
oly::t::isthmus::chunks::21, string, 800B776F726C643B2D343B3135
oly::t::isthmus::chunks::22, string, 800C776F726C643B2D31323B3136
oly::t::isthmus::chunks::23, string, 800C776F726C643B2D31313B3136
oly::t::isthmus::chunks::24, string, 800C776F726C643B2D31303B3136
oly::t::isthmus::chunks::25, string, 800B776F726C643B2D393B3136
oly::t::isthmus::chunks::26, string, 800B776F726C643B2D383B3136
oly::t::isthmus::chunks::27, string, 800B776F726C643B2D373B3136
oly::t::isthmus::chunks::28, string, 800B776F726C643B2D363B3136
oly::t::isthmus::chunks::29, string, 800B776F726C643B2D353B3136
oly::t::isthmus::chunks::30, string, 800B776F726C643B2D353B3137
oly::t::isthmus::home, string, 8007636F72696E7468
oly::t::isthmus::name, string, 8010ECBD94EBA6B0ED86A0EC8AA420EC88B2
oly::t::isthmus::owner, string, 8007636F72696E7468
oly::t::isthmus::type, string, 8006666F72657374
oly::t::labyrinth::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0735800000000000179094050C00000000000017A0940736800000000000570697463680800000000037961770800000000
oly::t::labyrinth::chunks::1, string, 800C776F726C643B2D32313B3135
oly::t::labyrinth::chunks::2, string, 800C776F726C643B2D32303B3135
oly::t::labyrinth::chunks::3, string, 800C776F726C643B2D31393B3135
oly::t::labyrinth::chunks::4, string, 800C776F726C643B2D31383B3135
oly::t::labyrinth::chunks::5, string, 800C776F726C643B2D32333B3136
oly::t::labyrinth::chunks::6, string, 800C776F726C643B2D32323B3136
oly::t::labyrinth::chunks::7, string, 800C776F726C643B2D32313B3136
oly::t::labyrinth::chunks::8, string, 800C776F726C643B2D32303B3136
oly::t::labyrinth::chunks::9, string, 800C776F726C643B2D31393B3136
oly::t::labyrinth::chunks::10, string, 800C776F726C643B2D31383B3136
oly::t::labyrinth::chunks::11, string, 800C776F726C643B2D31373B3136
oly::t::labyrinth::chunks::12, string, 800C776F726C643B2D32333B3137
oly::t::labyrinth::chunks::13, string, 800C776F726C643B2D32323B3137
oly::t::labyrinth::chunks::14, string, 800C776F726C643B2D32313B3137
oly::t::labyrinth::chunks::15, string, 800C776F726C643B2D32303B3137
oly::t::labyrinth::chunks::16, string, 800C776F726C643B2D31393B3137
oly::t::labyrinth::chunks::17, string, 800C776F726C643B2D31383B3137
oly::t::labyrinth::chunks::18, string, 800C776F726C643B2D31373B3137
oly::t::labyrinth::chunks::19, string, 800C776F726C643B2D31363B3137
oly::t::labyrinth::chunks::20, string, 800C776F726C643B2D32333B3138
oly::t::labyrinth::chunks::21, string, 800C776F726C643B2D32323B3138
oly::t::labyrinth::chunks::22, string, 800C776F726C643B2D32313B3138
oly::t::labyrinth::chunks::23, string, 800C776F726C643B2D32303B3138
oly::t::labyrinth::chunks::24, string, 800C776F726C643B2D31393B3138
oly::t::labyrinth::chunks::25, string, 800C776F726C643B2D31383B3138
oly::t::labyrinth::chunks::26, string, 800C776F726C643B2D31373B3138
oly::t::labyrinth::chunks::27, string, 800C776F726C643B2D31363B3138
oly::t::labyrinth::chunks::28, string, 800C776F726C643B2D32343B3139
oly::t::labyrinth::chunks::29, string, 800C776F726C643B2D32333B3139
oly::t::labyrinth::chunks::30, string, 800C776F726C643B2D32323B3139
oly::t::labyrinth::chunks::31, string, 800C776F726C643B2D32313B3139
oly::t::labyrinth::chunks::32, string, 800C776F726C643B2D32303B3139
oly::t::labyrinth::chunks::33, string, 800C776F726C643B2D31393B3139
oly::t::labyrinth::chunks::34, string, 800C776F726C643B2D31383B3139
oly::t::labyrinth::chunks::35, string, 800C776F726C643B2D31373B3139
oly::t::labyrinth::chunks::36, string, 800C776F726C643B2D31363B3139
oly::t::labyrinth::chunks::37, string, 800C776F726C643B2D32343B3230
oly::t::labyrinth::chunks::38, string, 800C776F726C643B2D32333B3230
oly::t::labyrinth::chunks::39, string, 800C776F726C643B2D32323B3230
oly::t::labyrinth::chunks::40, string, 800C776F726C643B2D32313B3230
oly::t::labyrinth::chunks::41, string, 800C776F726C643B2D32303B3230
oly::t::labyrinth::chunks::42, string, 800C776F726C643B2D31393B3230
oly::t::labyrinth::chunks::43, string, 800C776F726C643B2D31383B3230
oly::t::labyrinth::chunks::44, string, 800C776F726C643B2D31373B3230
oly::t::labyrinth::chunks::45, string, 800C776F726C643B2D31363B3230
oly::t::labyrinth::chunks::46, string, 800C776F726C643B2D32333B3231
oly::t::labyrinth::chunks::47, string, 800C776F726C643B2D32323B3231
oly::t::labyrinth::chunks::48, string, 800C776F726C643B2D32313B3231
oly::t::labyrinth::chunks::49, string, 800C776F726C643B2D32303B3231
oly::t::labyrinth::chunks::50, string, 800C776F726C643B2D31393B3231
oly::t::labyrinth::chunks::51, string, 800C776F726C643B2D31383B3231
oly::t::labyrinth::chunks::52, string, 800C776F726C643B2D31373B3231
oly::t::labyrinth::chunks::53, string, 800C776F726C643B2D32323B3232
oly::t::labyrinth::chunks::54, string, 800C776F726C643B2D32313B3232
oly::t::labyrinth::chunks::55, string, 800C776F726C643B2D32303B3232
oly::t::labyrinth::chunks::56, string, 800C776F726C643B2D31393B3232
oly::t::labyrinth::chunks::57, string, 800C776F726C643B2D31383B3232
oly::t::labyrinth::chunks::58, string, 800C776F726C643B2D31373B3232
oly::t::labyrinth::chunks::59, string, 800C776F726C643B2D32313B3233
oly::t::labyrinth::chunks::60, string, 800C776F726C643B2D32303B3233
oly::t::labyrinth::chunks::61, string, 800C776F726C643B2D31393B3233
oly::t::labyrinth::chunks::62, string, 800C776F726C643B2D31383B3233
oly::t::labyrinth::home, string, 80076E65757472616C
oly::t::labyrinth::name, string, 800DEBAFB8EAB681EC9D9820EC84AC
oly::t::labyrinth::owner, string, 80076E65757472616C
oly::t::labyrinth::type, string, 80047275696E
oly::t::laconia::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094062D000000000000179094051400000000000017A0940398000000000000570697463680800000000037961770800000000
oly::t::laconia::chunks::1, string, 800A776F726C643B363B2D33
oly::t::laconia::chunks::2, string, 800A776F726C643B363B2D32
oly::t::laconia::chunks::3, string, 800A776F726C643B373B2D32
oly::t::laconia::chunks::4, string, 800A776F726C643B363B2D31
oly::t::laconia::chunks::5, string, 800A776F726C643B373B2D31
oly::t::laconia::chunks::6, string, 8009776F726C643B373B30
oly::t::laconia::chunks::7, string, 8009776F726C643B383B30
oly::t::laconia::chunks::8, string, 8009776F726C643B393B30
oly::t::laconia::chunks::9, string, 800A776F726C643B31303B30
oly::t::laconia::chunks::10, string, 800A776F726C643B31313B30
oly::t::laconia::chunks::11, string, 800A776F726C643B31323B30
oly::t::laconia::chunks::12, string, 800A776F726C643B31333B30
oly::t::laconia::chunks::13, string, 8009776F726C643B373B31
oly::t::laconia::chunks::14, string, 8009776F726C643B383B31
oly::t::laconia::chunks::15, string, 8009776F726C643B393B31
oly::t::laconia::chunks::16, string, 800A776F726C643B31303B31
oly::t::laconia::chunks::17, string, 800A776F726C643B31313B31
oly::t::laconia::chunks::18, string, 800A776F726C643B31323B31
oly::t::laconia::chunks::19, string, 800A776F726C643B31333B31
oly::t::laconia::chunks::20, string, 8009776F726C643B383B32
oly::t::laconia::chunks::21, string, 8009776F726C643B393B32
oly::t::laconia::chunks::22, string, 800A776F726C643B31303B32
oly::t::laconia::chunks::23, string, 800A776F726C643B31313B32
oly::t::laconia::chunks::24, string, 800A776F726C643B31323B32
oly::t::laconia::chunks::25, string, 8009776F726C643B383B33
oly::t::laconia::chunks::26, string, 8009776F726C643B393B33
oly::t::laconia::chunks::27, string, 800A776F726C643B31303B33
oly::t::laconia::chunks::28, string, 800A776F726C643B31313B33
oly::t::laconia::chunks::29, string, 800A776F726C643B31323B33
oly::t::laconia::chunks::30, string, 8009776F726C643B383B34
oly::t::laconia::chunks::31, string, 8009776F726C643B393B34
oly::t::laconia::chunks::32, string, 800A776F726C643B31303B34
oly::t::laconia::chunks::33, string, 800A776F726C643B31313B34
oly::t::laconia::chunks::34, string, 800A776F726C643B31323B34
oly::t::laconia::chunks::35, string, 8009776F726C643B393B35
oly::t::laconia::chunks::36, string, 800A776F726C643B31303B35
oly::t::laconia::home, string, 8006737061727461
oly::t::laconia::name, string, 8013EB9DBCECBD94EB8B88EC958420ED8F89EC9B90
oly::t::laconia::owner, string, 8006737061727461
oly::t::laconia::type, string, 8005706C61696E
oly::t::laurion::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178093FE00000000000000179094052400000000000017A09406C1000000000000570697463680800000000037961770800000000
oly::t::laurion::chunks::1, string, 800B776F726C643B2D333B3132
oly::t::laurion::chunks::2, string, 800B776F726C643B2D323B3132
oly::t::laurion::chunks::3, string, 800B776F726C643B2D313B3132
oly::t::laurion::chunks::4, string, 800A776F726C643B303B3132
oly::t::laurion::chunks::5, string, 800A776F726C643B313B3132
oly::t::laurion::chunks::6, string, 800A776F726C643B323B3132
oly::t::laurion::chunks::7, string, 800B776F726C643B2D333B3133
oly::t::laurion::chunks::8, string, 800B776F726C643B2D323B3133
oly::t::laurion::chunks::9, string, 800B776F726C643B2D313B3133
oly::t::laurion::chunks::10, string, 800A776F726C643B303B3133
oly::t::laurion::chunks::11, string, 800A776F726C643B313B3133
oly::t::laurion::chunks::12, string, 800A776F726C643B323B3133
oly::t::laurion::chunks::13, string, 800B776F726C643B2D333B3134
oly::t::laurion::chunks::14, string, 800B776F726C643B2D323B3134
oly::t::laurion::chunks::15, string, 800B776F726C643B2D313B3134
oly::t::laurion::chunks::16, string, 800A776F726C643B303B3134
oly::t::laurion::chunks::17, string, 800A776F726C643B313B3134
oly::t::laurion::chunks::18, string, 800A776F726C643B323B3134
oly::t::laurion::chunks::19, string, 800B776F726C643B2D333B3135
oly::t::laurion::chunks::20, string, 800B776F726C643B2D323B3135
oly::t::laurion::chunks::21, string, 800B776F726C643B2D313B3135
oly::t::laurion::chunks::22, string, 800A776F726C643B303B3135
oly::t::laurion::chunks::23, string, 800A776F726C643B313B3135
oly::t::laurion::chunks::24, string, 800A776F726C643B323B3135
oly::t::laurion::chunks::25, string, 800B776F726C643B2D343B3136
oly::t::laurion::chunks::26, string, 800B776F726C643B2D333B3136
oly::t::laurion::chunks::27, string, 800B776F726C643B2D323B3136
oly::t::laurion::chunks::28, string, 800B776F726C643B2D313B3136
oly::t::laurion::chunks::29, string, 800A776F726C643B303B3136
oly::t::laurion::chunks::30, string, 800A776F726C643B313B3136
oly::t::laurion::chunks::31, string, 800A776F726C643B323B3136
oly::t::laurion::home, string, 80076E65757472616C
oly::t::laurion::name, string, 8013EB9DBCEC9AB0EBA6ACEC98A820EAB491EC82B0
oly::t::laurion::owner, string, 80076E65757472616C
oly::t::laurion::type, string, 80047275696E
oly::t::lechaion::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0702800000000000179094051800000000000017A0940615000000000000570697463680800000000037961770800000000
oly::t::lechaion::chunks::1, string, 800B776F726C643B2D32303B36
oly::t::lechaion::chunks::2, string, 800B776F726C643B2D31393B36
oly::t::lechaion::chunks::3, string, 800B776F726C643B2D31383B36
oly::t::lechaion::chunks::4, string, 800B776F726C643B2D31373B36
oly::t::lechaion::chunks::5, string, 800B776F726C643B2D31363B36
oly::t::lechaion::chunks::6, string, 800B776F726C643B2D32303B37
oly::t::lechaion::chunks::7, string, 800B776F726C643B2D31393B37
oly::t::lechaion::chunks::8, string, 800B776F726C643B2D31383B37
oly::t::lechaion::chunks::9, string, 800B776F726C643B2D31373B37
oly::t::lechaion::chunks::10, string, 800B776F726C643B2D31363B37
oly::t::lechaion::chunks::11, string, 800B776F726C643B2D32303B38
oly::t::lechaion::chunks::12, string, 800B776F726C643B2D31393B38
oly::t::lechaion::chunks::13, string, 800B776F726C643B2D31383B38
oly::t::lechaion::chunks::14, string, 800B776F726C643B2D31373B38
oly::t::lechaion::chunks::15, string, 800B776F726C643B2D31363B38
oly::t::lechaion::chunks::16, string, 800B776F726C643B2D31393B39
oly::t::lechaion::chunks::17, string, 800B776F726C643B2D31383B39
oly::t::lechaion::chunks::18, string, 800B776F726C643B2D31373B39
oly::t::lechaion::chunks::19, string, 800B776F726C643B2D31363B39
oly::t::lechaion::chunks::20, string, 800C776F726C643B2D31393B3130
oly::t::lechaion::chunks::21, string, 800C776F726C643B2D31383B3130
oly::t::lechaion::chunks::22, string, 800C776F726C643B2D31373B3130
oly::t::lechaion::chunks::23, string, 800C776F726C643B2D31363B3130
oly::t::lechaion::chunks::24, string, 800C776F726C643B2D31383B3131
oly::t::lechaion::chunks::25, string, 800C776F726C643B2D31373B3131
oly::t::lechaion::chunks::26, string, 800C776F726C643B2D31363B3131
oly::t::lechaion::chunks::27, string, 800C776F726C643B2D31383B3132
oly::t::lechaion::chunks::28, string, 800C776F726C643B2D31373B3132
oly::t::lechaion::chunks::29, string, 800C776F726C643B2D31363B3132
oly::t::lechaion::chunks::30, string, 800C776F726C643B2D31373B3133
oly::t::lechaion::chunks::31, string, 800C776F726C643B2D31363B3133
oly::t::lechaion::chunks::32, string, 800C776F726C643B2D31373B3134
oly::t::lechaion::home, string, 8007636F72696E7468
oly::t::lechaion::name, string, 800CEBA088ECB9B4EC9DB4EC98A8
oly::t::lechaion::owner, string, 8007636F72696E7468
oly::t::lechaion::type, string, 8005636F617374
oly::t::medusa::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940736800000000000179094057800000000000017A09C0735800000000000570697463680800000000037961770800000000
oly::t::medusa::chunks::1, string, 800C776F726C643B31373B2D3233
oly::t::medusa::chunks::2, string, 800C776F726C643B31383B2D3233
oly::t::medusa::chunks::3, string, 800C776F726C643B31393B2D3233
oly::t::medusa::chunks::4, string, 800C776F726C643B32303B2D3233
oly::t::medusa::chunks::5, string, 800C776F726C643B31363B2D3232
oly::t::medusa::chunks::6, string, 800C776F726C643B31373B2D3232
oly::t::medusa::chunks::7, string, 800C776F726C643B31383B2D3232
oly::t::medusa::chunks::8, string, 800C776F726C643B31393B2D3232
oly::t::medusa::chunks::9, string, 800C776F726C643B32303B2D3232
oly::t::medusa::chunks::10, string, 800C776F726C643B32313B2D3232
oly::t::medusa::chunks::11, string, 800C776F726C643B31363B2D3231
oly::t::medusa::chunks::12, string, 800C776F726C643B31373B2D3231
oly::t::medusa::chunks::13, string, 800C776F726C643B31383B2D3231
oly::t::medusa::chunks::14, string, 800C776F726C643B31393B2D3231
oly::t::medusa::chunks::15, string, 800C776F726C643B32303B2D3231
oly::t::medusa::chunks::16, string, 800C776F726C643B32313B2D3231
oly::t::medusa::chunks::17, string, 800C776F726C643B32323B2D3231
oly::t::medusa::chunks::18, string, 800C776F726C643B31363B2D3230
oly::t::medusa::chunks::19, string, 800C776F726C643B31373B2D3230
oly::t::medusa::chunks::20, string, 800C776F726C643B31383B2D3230
oly::t::medusa::chunks::21, string, 800C776F726C643B31393B2D3230
oly::t::medusa::chunks::22, string, 800C776F726C643B32303B2D3230
oly::t::medusa::chunks::23, string, 800C776F726C643B32313B2D3230
oly::t::medusa::chunks::24, string, 800C776F726C643B32323B2D3230
oly::t::medusa::chunks::25, string, 800C776F726C643B31363B2D3139
oly::t::medusa::chunks::26, string, 800C776F726C643B31373B2D3139
oly::t::medusa::chunks::27, string, 800C776F726C643B31383B2D3139
oly::t::medusa::chunks::28, string, 800C776F726C643B31393B2D3139
oly::t::medusa::chunks::29, string, 800C776F726C643B32303B2D3139
oly::t::medusa::chunks::30, string, 800C776F726C643B32313B2D3139
oly::t::medusa::chunks::31, string, 800C776F726C643B32323B2D3139
oly::t::medusa::chunks::32, string, 800C776F726C643B31363B2D3138
oly::t::medusa::chunks::33, string, 800C776F726C643B31373B2D3138
oly::t::medusa::chunks::34, string, 800C776F726C643B31383B2D3138
oly::t::medusa::chunks::35, string, 800C776F726C643B31393B2D3138
oly::t::medusa::chunks::36, string, 800C776F726C643B32303B2D3138
oly::t::medusa::chunks::37, string, 800C776F726C643B32313B2D3138
oly::t::medusa::chunks::38, string, 800C776F726C643B32323B2D3138
oly::t::medusa::chunks::39, string, 800C776F726C643B31373B2D3137
oly::t::medusa::chunks::40, string, 800C776F726C643B31383B2D3137
oly::t::medusa::chunks::41, string, 800C776F726C643B31393B2D3137
oly::t::medusa::chunks::42, string, 800C776F726C643B32303B2D3137
oly::t::medusa::chunks::43, string, 800C776F726C643B32313B2D3137
oly::t::medusa::home, string, 80076E65757472616C
oly::t::medusa::name, string, 8010EBA994EB9190EC82ACEC9D9820EC84AC
oly::t::medusa::owner, string, 80076E65757472616C
oly::t::medusa::type, string, 80047275696E
oly::t::megara::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0717800000000000179094051400000000000017A094046C000000000000570697463680800000000037961770800000000
oly::t::megara::chunks::1, string, 800C776F726C643B2D31373B2D31
oly::t::megara::chunks::2, string, 800B776F726C643B2D32303B30
oly::t::megara::chunks::3, string, 800B776F726C643B2D31393B30
oly::t::megara::chunks::4, string, 800B776F726C643B2D31383B30
oly::t::megara::chunks::5, string, 800B776F726C643B2D31373B30
oly::t::megara::chunks::6, string, 800B776F726C643B2D31363B30
oly::t::megara::chunks::7, string, 800B776F726C643B2D31353B30
oly::t::megara::chunks::8, string, 800B776F726C643B2D31343B30
oly::t::megara::chunks::9, string, 800B776F726C643B2D32323B31
oly::t::megara::chunks::10, string, 800B776F726C643B2D32313B31
oly::t::megara::chunks::11, string, 800B776F726C643B2D32303B31
oly::t::megara::chunks::12, string, 800B776F726C643B2D31393B31
oly::t::megara::chunks::13, string, 800B776F726C643B2D31383B31
oly::t::megara::chunks::14, string, 800B776F726C643B2D31373B31
oly::t::megara::chunks::15, string, 800B776F726C643B2D31363B31
oly::t::megara::chunks::16, string, 800B776F726C643B2D31353B31
oly::t::megara::chunks::17, string, 800B776F726C643B2D31343B31
oly::t::megara::chunks::18, string, 800B776F726C643B2D32323B32
oly::t::megara::chunks::19, string, 800B776F726C643B2D32313B32
oly::t::megara::chunks::20, string, 800B776F726C643B2D32303B32
oly::t::megara::chunks::21, string, 800B776F726C643B2D31393B32
oly::t::megara::chunks::22, string, 800B776F726C643B2D31383B32
oly::t::megara::chunks::23, string, 800B776F726C643B2D31373B32
oly::t::megara::chunks::24, string, 800B776F726C643B2D31363B32
oly::t::megara::chunks::25, string, 800B776F726C643B2D31353B32
oly::t::megara::chunks::26, string, 800B776F726C643B2D31343B32
oly::t::megara::chunks::27, string, 800B776F726C643B2D32323B33
oly::t::megara::chunks::28, string, 800B776F726C643B2D32313B33
oly::t::megara::chunks::29, string, 800B776F726C643B2D32303B33
oly::t::megara::chunks::30, string, 800B776F726C643B2D31393B33
oly::t::megara::chunks::31, string, 800B776F726C643B2D31383B33
oly::t::megara::chunks::32, string, 800B776F726C643B2D31373B33
oly::t::megara::chunks::33, string, 800B776F726C643B2D31363B33
oly::t::megara::chunks::34, string, 800B776F726C643B2D31353B33
oly::t::megara::chunks::35, string, 800B776F726C643B2D31343B33
oly::t::megara::chunks::36, string, 800B776F726C643B2D32323B34
oly::t::megara::chunks::37, string, 800B776F726C643B2D32313B34
oly::t::megara::chunks::38, string, 800B776F726C643B2D32303B34
oly::t::megara::chunks::39, string, 800B776F726C643B2D31393B34
oly::t::megara::chunks::40, string, 800B776F726C643B2D31383B34
oly::t::megara::chunks::41, string, 800B776F726C643B2D31373B34
oly::t::megara::chunks::42, string, 800B776F726C643B2D31363B34
oly::t::megara::chunks::43, string, 800B776F726C643B2D31353B34
oly::t::megara::chunks::44, string, 800B776F726C643B2D31343B34
oly::t::megara::chunks::45, string, 800B776F726C643B2D32313B35
oly::t::megara::chunks::46, string, 800B776F726C643B2D32303B35
oly::t::megara::chunks::47, string, 800B776F726C643B2D31393B35
oly::t::megara::chunks::48, string, 800B776F726C643B2D31383B35
oly::t::megara::chunks::49, string, 800B776F726C643B2D31373B35
oly::t::megara::chunks::50, string, 800B776F726C643B2D31363B35
oly::t::megara::chunks::51, string, 800B776F726C643B2D31353B35
oly::t::megara::chunks::52, string, 800B776F726C643B2D31343B35
oly::t::megara::chunks::53, string, 800B776F726C643B2D32313B36
oly::t::megara::city, string, 80066D6567617261
oly::t::megara::home, string, 80076E65757472616C
oly::t::megara::name, string, 8009EBA994EAB080EB9DBC
oly::t::megara::owner, string, 80076E65757472616C
oly::t::megara::type, string, 800463697479
oly::t::mycenae::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094071D800000000000179094055C00000000000017A094046C000000000000570697463680800000000037961770800000000
oly::t::mycenae::chunks::1, string, 800B776F726C643B31373B2D33
oly::t::mycenae::chunks::2, string, 800B776F726C643B31383B2D33
oly::t::mycenae::chunks::3, string, 800B776F726C643B31363B2D32
oly::t::mycenae::chunks::4, string, 800B776F726C643B31373B2D32
oly::t::mycenae::chunks::5, string, 800B776F726C643B31383B2D32
oly::t::mycenae::chunks::6, string, 800B776F726C643B31393B2D32
oly::t::mycenae::chunks::7, string, 800B776F726C643B32303B2D32
oly::t::mycenae::chunks::8, string, 800B776F726C643B32313B2D32
oly::t::mycenae::chunks::9, string, 800B776F726C643B31363B2D31
oly::t::mycenae::chunks::10, string, 800B776F726C643B31373B2D31
oly::t::mycenae::chunks::11, string, 800B776F726C643B31383B2D31
oly::t::mycenae::chunks::12, string, 800B776F726C643B31393B2D31
oly::t::mycenae::chunks::13, string, 800B776F726C643B32303B2D31
oly::t::mycenae::chunks::14, string, 800B776F726C643B32313B2D31
oly::t::mycenae::chunks::15, string, 800A776F726C643B31343B30
oly::t::mycenae::chunks::16, string, 800A776F726C643B31353B30
oly::t::mycenae::chunks::17, string, 800A776F726C643B31363B30
oly::t::mycenae::chunks::18, string, 800A776F726C643B31373B30
oly::t::mycenae::chunks::19, string, 800A776F726C643B31383B30
oly::t::mycenae::chunks::20, string, 800A776F726C643B31393B30
oly::t::mycenae::chunks::21, string, 800A776F726C643B32303B30
oly::t::mycenae::chunks::22, string, 800A776F726C643B32313B30
oly::t::mycenae::chunks::23, string, 800A776F726C643B31343B31
oly::t::mycenae::chunks::24, string, 800A776F726C643B31353B31
oly::t::mycenae::chunks::25, string, 800A776F726C643B31363B31
oly::t::mycenae::chunks::26, string, 800A776F726C643B31373B31
oly::t::mycenae::chunks::27, string, 800A776F726C643B31383B31
oly::t::mycenae::chunks::28, string, 800A776F726C643B31393B31
oly::t::mycenae::chunks::29, string, 800A776F726C643B32303B31
oly::t::mycenae::chunks::30, string, 800A776F726C643B32313B31
oly::t::mycenae::chunks::31, string, 800A776F726C643B31333B32
oly::t::mycenae::chunks::32, string, 800A776F726C643B31343B32
oly::t::mycenae::chunks::33, string, 800A776F726C643B31353B32
oly::t::mycenae::chunks::34, string, 800A776F726C643B31363B32
oly::t::mycenae::chunks::35, string, 800A776F726C643B31373B32
oly::t::mycenae::chunks::36, string, 800A776F726C643B31383B32
oly::t::mycenae::chunks::37, string, 800A776F726C643B31393B32
oly::t::mycenae::chunks::38, string, 800A776F726C643B32303B32
oly::t::mycenae::chunks::39, string, 800A776F726C643B32313B32
oly::t::mycenae::chunks::40, string, 800A776F726C643B31333B33
oly::t::mycenae::chunks::41, string, 800A776F726C643B31343B33
oly::t::mycenae::chunks::42, string, 800A776F726C643B31353B33
oly::t::mycenae::chunks::43, string, 800A776F726C643B31363B33
oly::t::mycenae::chunks::44, string, 800A776F726C643B31373B33
oly::t::mycenae::chunks::45, string, 800A776F726C643B31383B33
oly::t::mycenae::chunks::46, string, 800A776F726C643B31393B33
oly::t::mycenae::chunks::47, string, 800A776F726C643B32303B33
oly::t::mycenae::chunks::48, string, 800A776F726C643B32313B33
oly::t::mycenae::chunks::49, string, 800A776F726C643B31333B34
oly::t::mycenae::chunks::50, string, 800A776F726C643B31343B34
oly::t::mycenae::chunks::51, string, 800A776F726C643B31353B34
oly::t::mycenae::chunks::52, string, 800A776F726C643B31363B34
oly::t::mycenae::chunks::53, string, 800A776F726C643B31373B34
oly::t::mycenae::chunks::54, string, 800A776F726C643B31383B34
oly::t::mycenae::chunks::55, string, 800A776F726C643B31393B34
oly::t::mycenae::chunks::56, string, 800A776F726C643B32303B34
oly::t::mycenae::chunks::57, string, 800A776F726C643B32313B34
oly::t::mycenae::chunks::58, string, 800A776F726C643B31333B35
oly::t::mycenae::chunks::59, string, 800A776F726C643B31343B35
oly::t::mycenae::chunks::60, string, 800A776F726C643B31353B35
oly::t::mycenae::chunks::61, string, 800A776F726C643B31363B35
oly::t::mycenae::chunks::62, string, 800A776F726C643B31373B35
oly::t::mycenae::chunks::63, string, 800A776F726C643B31383B35
oly::t::mycenae::chunks::64, string, 800A776F726C643B31393B35
oly::t::mycenae::chunks::65, string, 800A776F726C643B32303B35
oly::t::mycenae::chunks::66, string, 800A776F726C643B32313B35
oly::t::mycenae::chunks::67, string, 800A776F726C643B31343B36
oly::t::mycenae::chunks::68, string, 800A776F726C643B31353B36
oly::t::mycenae::chunks::69, string, 800A776F726C643B31363B36
oly::t::mycenae::chunks::70, string, 800A776F726C643B31373B36
oly::t::mycenae::chunks::71, string, 800A776F726C643B31383B36
oly::t::mycenae::chunks::72, string, 800A776F726C643B31393B36
oly::t::mycenae::chunks::73, string, 800A776F726C643B32303B36
oly::t::mycenae::chunks::74, string, 800A776F726C643B32313B36
oly::t::mycenae::city, string, 80076D7963656E6165
oly::t::mycenae::home, string, 80076E65757472616C
oly::t::mycenae::name, string, 8009EBAFB8ECBC80EB84A4
oly::t::mycenae::owner, string, 80076E65757472616C
oly::t::mycenae::type, string, 800463697479
oly::t::olympia::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178093FE00000000000000179094051400000000000017A094062D000000000000570697463680800000000037961770800000000
oly::t::olympia::chunks::1, string, 8009776F726C643B303B36
oly::t::olympia::chunks::2, string, 8009776F726C643B313B36
oly::t::olympia::chunks::3, string, 8009776F726C643B323B36
oly::t::olympia::chunks::4, string, 800A776F726C643B2D333B37
